id_product,name ,Fabricant,quatity_masse,quantity_vol,Score Danger,description,cas_number,État physique,cid_number,phase_risque,Classif. SGH,ICPE,pH,Temp_ébullition,pression_vapeur,code_tunnel
24055-9,"1,4-butanediol",Sigma Aldrich,,"0,1",120,,110-63-4,Solide,H302 H335 H336,,"Acute Tox. 4 (Oral), STOT SE 3, STOT SE 3",,,,"1,9 Pa à 25 °C",
A65182,2-amino-2-methyl-1-propanol,Aldrich,,"0,025",1,,124-68-5,Solide,H315 H319 H412,,"Skin Irrit. 2, Eye Irrit. 2A, Aquatic chronic Chronic 3",,,,1 mmHg à 25 °C,
24134-2,"1,2-epoxybutane",Aldrich,,"0,05",500,,106-88-7,Liquide,H225 H302 H312 H315 H319 H332 H335 H351 H412,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, Carc. 2, STOT SE 3, Aquatic chronic Chronic 3",,,,140 mmHg à 20 °C,D/E
288276,tetramethyl-phosphonium chloride,Aldrich,"0,001",,111,,1941-19-1,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D1320-8,"1,4-diaminobutane",Aldrich,"0,025",,1110,,110-60-1,Liquide,H290 H302 H311 H314 H318 H330,,"Met. Corr. 1, Acute Tox. 2 (Inhal.), Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1","4120,2",,,436 Pa à 25 °C,D/E
51958-8,ethyl2-oxyminooxamate,Aldrich,"0,005",,111,,10489-74-4,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
239690,succinic anhydride,Aldrich,"0,75",,310,,108-30-5,Solide,H302 H314 H317 H334 H335,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Resp. Sens. 1, Skin Sens. 1, STOT SE 3",Non soumis,"2,7",,1 mmHg à 92 °C,E
707546,pyrazole-d4,Aldrich,"0,0005",,121,,53013-62-0,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
82270,"1,2-dichloropropane",Aldrich,"0,025",,1300,,78-87-5,Liquide,H225 H302 H331 H350,,"Flam. Liq. 2, Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Carc. 1B",,,,"71,98 hPa à 25 °C",D/E
14893-8,2-iodopropane,Aldrich,"0,1",,10,,75-30-9,Liquide,H226 H302,,"Flam. Liq. 3, Acute Tox. 4 (Oral)",,,,,D/E
30143,trimethylphosphine,Alfa Aesar,"0,005",,100,,594-09-2,Liquide,H225 H250 H252 H314 H318,,"Flam. Liq. 2, Pyr. Liq. 1, Self-heat. 2, Skin Corr. 1B, Eye Dam. 1",,,38 °C,,B/E
473820,"1,1,1-trifluoro-3-iodopropane",Aldrich,"0,025",,0,,460-37-7,Liquide,,,,Non soumis,,,,
24983-1,methyl trifluoroacetate,Aldrich,"0,025",,100,,431-47-0,Liquide,H225 H314,,"Flam. Liq. 2, Skin Corr. 1B",,,,"298,309 mmHg à 20 °C",D/E
L00510,methyl (methylthio)methyl sulfoxide,Alfa Aesar,"0,01",,1,,33577-16-1,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,222 °C,,
D1860-9,"1,3-diamino-2-propanol",Aldrich,"0,025",,111,,616-29-5,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
278475,"2-propanol, anhydrous",Sigma Aldrich,,"0,25",111,,67-63-0,Liquide,H225 H319 H335 H336,,"Flam. Liq. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,20,,43 hPa à 20 °C,D/E
S4500,L-serine,Aldrich,"0,1",,0,,56-45-1,Solide,,,,Non soumis,,,,
A7627,L-alanine,Sigma Aldrich,"0,1",,0,,56-41-7,Solide,,,,Non soumis,,,,
27487-9,"1,4-cyclohexanedionemono-ethyleneketal",Aldrich,"0,025",,0,,4746-97-8,Solide,,,,Non soumis,,,,
B1753,"1-bromo-3,5-bis(trifluoromethyl)benzene",TCI,"0,01",,1,,328-70-1,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,151 °C,,
519367,"3,5-bis(trifluoro-methyl)benzenesulfonyl chloride",Aldrich,"0,005",,100,,39234-86-1,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
238104,(1-bromoethyl)benzene,Aldrich,"0,025",,111,,585-71-7,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D2240-1,"1,8-diaminooctane",Aldrich,"0,05",,110,,373-44-4,Solide,H302 H314 H317 H318,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1, Skin Sens. 1",Non soumis,,,10 Pa à 25 °C,E
T21008,"tertamethyl-1,3-cyclobutanedione",Aldrich,"0,005",,0,,933-52-8,Solide,,,,Non soumis,,,,
19742-4,methyl cyclohexane-carboxylate,Aldrich,"0,05",,0,,4630-82-4,Liquide,H226,,Flam. Liq. 3,,,,,D/E
521027,trans-1-octen-1-ylboronic acid,Aldrich,"0,004",,0,,42599-16-6,Liquide,,,,Non soumis,,,,
549002,"2,5-bis(trifluoro-methyl)benzenesulfonyl chloride",Aldrich,"0,001",,100,,351003-22-0,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
F3207,4'-fluoroacetophenone,Aldrich,"0,025",,0,,403-42-9,Liquide,,,,Non soumis,,,,
440914,"2,2'-azobis(2-methylpropionamidine)dihydrochloride",Aldrich,"0,025",,20,,2997-92-4,Solide,H251 H302 H317 H319 H400 H410,,"Self-heat. 1, Acute Tox. 4 (Oral), Eye Irrit. 2A, Skin Sens. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,10 Pa à 25 °C,D/E
392510,"1-iodo-3,5-dimethylbenzene",Aldrich,,"0,005",111,,22445-41-6,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
132683,2-bromostyrene,Aldrich,"0,005",,111,,2039-88-5,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
404764,4-acetamidobenzene-sulfonyl azide,Aldrich,"0,025",,111,,2158-14-7,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
C109401,cyclooctane,Aldrich,"0,05",,100,,292-64-8,Liquide,H226 H304,,"Flam. Liq. 3, Asp. Tox. 1",,,,,D/E
M11103,4-methoxybenzylamine,Aldrich,"0,05",,100,,2393-23-9,Liquide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,E
296368,1.2-O-isopropylidene-D-xylofuranose,Aldrich,"0,01",,0,,20031-21-4,Solide,,,,Non soumis,,,,
28301-0,N-acetylcaprolactam,Aldrich,,"0,005",11,,1888-91-1,Liquide,H302 H319,,"Acute Tox. 4 (Oral), Eye Irrit. 2A",Non soumis,,,,
391751,trans-4-octene,Aldrich,"0,005",,100,,14850-23-8,Liquide,H225 H304,,"Flam. Liq. 2, Asp. Tox. 1",,,,"41 hPa à 37,7 °C",
11013-2,valeraldehyde,Aldrich,,"0,002",120,,110-62-3,Liquide,H225 H317 H319 H332 H335,,"Flam. Liq. 2, Acute Tox. 4 (Inhal.), Eye Irrit. 2A, Skin Sens. 1, STOT SE 3",,,,50 hPa à 20 °C,D/E
I340-8,indole,Aldrich,"0,025",,220,,120-72-9,Solide,H302 H311 H315 H318 H335 H400,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3, Aquatic acute Acute 1",4510,,,,E
O560-8,octanal,Aldrich,"0,025",,1,,124-13-0,Liquide,H226 H315 H319 H411,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, Aquatic chronic Chronic 2",,,,850 mmHg à 25 °C,D/E
10649-6,"1,2-bis(diphenylphosphino)ethane",Aldrich,"0,11",,111,,1663-45-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
664952,2-nitro-4-(trifluoromethyl) benzaldehyde,Aldrich,"0,001",,10,,109466-87-7,Liquide,H317 H319,,"Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,,
E2916-8,2-ethyl-1-hexanol,Aldrich,,"0,025",111,,104-76-7,Liquide,H315 H319 H332 H335,,"Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,"0,2 mmHg à 20 °C",
12087-1,terephtaloyl chloride,Aldrich,"0,005",,200,,100-20-9,Solide,H314 H331,,"Acute Tox. 3 (Inhal.), Skin Corr. 1A","4130,1",4,,149 Pa à 20 °C,E
B23029,p-tolunitrile,Alfa Aesar,"0,05",,111,,104-85-8,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,103 °C,,
213705,"1,2-octanediol",Aldrich,"0,01",,1,,1117-86-8,Liquide,H319,,Eye Irrit. 2A,Non soumis,,,,
14238-7,"2,4,6-collidine",Aldrich,,"0,1",220,,108-75-8,Liquide,H226 H302 H311 H315 H319 H332 H335,,"Flam. Liq. 3, Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,,D/E
A88107,p-anisaldehyde,Aldrich,"0,1","0,105",0,,123-11-5,Liquide,,,,Non soumis,7,,77 hPa à 160 °C,
156876,N-(2-hydroxyethyl)aniline,Aldrich,"0,1",,1120,,122-98-5,Liquide,H310 H318 H373 H412,,"Acute Tox. 2 (Derm.), Eye Dam. 1, STOT RE 2, Aquatic chronic Chronic 3","4120,2","10,2",,"1,09 mmHg à 100 °C",D/E
11739-0,4-anisic acid,Aldrich,"0,1",,121,,100-09-4,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
297887,1-octanol,Sigma Aldrich,,"0,1",1,,111-87-5,Liquide,H319 H412,,"Eye Irrit. 2A, Aquatic chronic Chronic 3",,,,"0,14 mmHg à 25 °C",
14896-2,ethyl caproate,Aldrich,"0,1",,0,,123-66-0,Liquide,H226,,Flam. Liq. 3,,,,,D/E
635995,"1,4-benzodioxane-6-boronic acid",Aldrich,"0,005",,111,,164014-95-3,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D32202,dibenzothiophene,Aldrich,"0,1",,10,,132-65-0,Solide,H302 H400 H410,,"Acute Tox. 4 (Oral), Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
112402,diethyl succinate,Aldrich,"0,25",,0,,123-25-1,Liquide,,,,Non soumis,,,,
16512-3,"diethyl 1,3-acetonedicarboxylate",Aldrich,"0,55",,0,,105-50-0,Liquide,,,,Non soumis,,,,
C109207,"1,5-cyclooctadiene",Aldrich,,"0,6",110,,111-78-4,Liquide,H226 H302 H304 H332 H400 H410,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,109 207 °C,"25,8 mmHg à 37,7 °C",D/E
488178,"3,4-diacetoxy-1-butene",Aldrich,"0,5",,10,,18085-02-4,Liquide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
C7340-0,4-methylbenzylchlorid,Aldrich,"0,25",,110,,104-82-5,Liquide,H302 H314,,"Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,,,,E
O480-6,1-octene,Aldrich,,2,101,,111-66-0,Liquide,EUH066 H225 H304 H400 H410,,"Flam. Liq. 2, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,17 hPa à 20 °C,
A14881,phenylacetic acid,Alfa Aesar,"0,5",,1,,103-82-2,Liquide,H319,,Eye Irrit. 2A,Non soumis,,265 °C,1 mmHg à 97 °C,
21473-6,xylene mixed,Aldrich,,1,220,,1330-20-7,Liquide,H226 H304 H312 H315 H332 H335 H373,,"Flam. Liq. 3, Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, STOT SE 3, STOT RE 2, Asp. Tox. 1",,,,"18 mmHg à 37,7 °C",D/E
B34656,"BIPHENYL REAGENTPLUS, 99.5%",Sigma Aldrich,"0,025",,111,,92-52-4,ND,H315 H319 H335 H400 H410,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,"5,5",,4 Pa à 20 °C,
390143,triethoxysilane,Aldrich,,"0,02",1110,,998-30-1,Liquide,H226 H302 H315 H318 H330,,"Flam. Liq. 3, Acute Tox. 2 (Inhal.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1",,,,921 Pa à 20 °C,C/D
D56802,"1,2-dichlorobenzene",Sigma Aldrich,,1,130,,95-50-1,Liquide,H302 H315 H317 H319 H332 H335 H400 H410,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,"1,6 mmHg à 35 °C",E
A1070-1,acetophenone,Aldrich,,2,11,,98-86-2,Liquide,H302 H319,,"Acute Tox. 4 (Oral), Eye Irrit. 2A",,,,45 Pa à 25 °C,
P4280-0,picolinic acid,Aldrich,"0,2",,1,,98-98-6,Solide,H319,,Eye Irrit. 2A,Non soumis,"3,1",,,
23310,2-chloroaniline,Aldrich,,"0,25",400,,95-51-2,Solide,H301 H311 H319 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Eye Irrit. 2A, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,1",,,13 Pa à 20 °C,D/E
23300,2-chloroaniline,Aldrich,,"0,1",400,,95-51-2,Liquide,H301 H311 H319 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Eye Irrit. 2A, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,2",,,13 Pa à 20 °C,D/E
A71301,2-aminophenol,Aldrich,"0,1",,130,,95-55-6,Solide,H302 H332 H341,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Muta. 2",Non soumis,"6,5",,14 mmHg à 153 °C,E
185760,1-chloro-2-nitrobenzene,Aldrich,"0,25",,200,,88-73-3,Liquide,H301 H311,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.)",Non soumis,6,,"0,32 mmHg à 50 °C",D/E
240230,phthalimide,Aldrich,"0,05",,0,,85-41-6,Solide,,,,Non soumis,"3,8",,,
107131,hexabromobenzene,Aldrich,"0,025",,130,,87-82-1,Solide,H302 H312 H315 H319 H332 H335 H413,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic chronic Chronic 4",Non soumis,,,,
523968,3-hydroxyphenylboronique acid,Aldrich,"0,001",,0,,87199-18-6,Solide,,,,Non soumis,,,,
23019-7,triethylsilane,Aldrich,"0,025",,111,,617-86-7,Liquide,H225 H315 H319 H335,,"Flam. Liq. 2, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,,
B5840-7,4-bromobenzonitrile,Aldrich,"0,01",,110,,623-00-7,Solide,H301 H312 H319 H412,,"Acute Tox. 3 (Oral), Acute Tox. 4 (Derm.), Eye Irrit. 2A, Aquatic chronic Chronic 3",Non soumis,,,,E
E14403,ethyl α-bromo-isobutyrate,Aldrich,"0,1",,110,,600-00-0,Liquide,H226 H302 H318,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Eye Dam. 1",,,,,
B24657,"1,2-diaminocyclohexane",Alfa Aesar,"0,25",,220,,694-83-7,Liquide,H302 H312 H314 H318 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Corr. 1B, Eye Dam. 1, STOT SE 3",Non soumis,"11,3",188 °C,,
11560-6,hexanal,Aldrich,,"0,1",1,,66-25-1,Liquide,H226 H319,,"Flam. Liq. 3, Eye Irrit. 2A",,,,10 mmHg à 25 °C,D/E
D71984,"P,P-dichlorophenylphosphine",Aldrich,"0,3",,310,,644-97-3,Liquide,EUH014 H301 H314 H335,,"Acute Tox. 3 (Oral), Skin Corr. 1B, STOT SE 3",,,,,D/E
B56420,2-bromoaniline,Aldrich,"0,025",,220,,615-36-1,Solide,H302 H311 H373,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), STOT RE 2",Non soumis,,,,E
23828-7,1-iodohexane,Aldrich,"0,025",,220,,638-45-9,Liquide,H302 H315 H318 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
C1920-1,chloroacetaldehydediethylacetate,Aldrich,"0,005",,10,,621-62-5,Solide,H226 H302 H412,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Aquatic chronic Chronic 3",Non soumis,,,,
193526,"1,4-diiodobenzene",Aldrich,"0,01",,0,,624-38-4,Solide,,,,Non soumis,,,,
D55504,"2,6-dichloroaniline",Aldrich,"0,05",,400,,608-31-1,Solide,H301 H311 H317 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Sens. 1, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,1",,,,D/E
B60401,2-bromochlorobenzene,Aldrich,"0,01",,1,,694-80-4,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
137316,5-methylfurfural,Aldrich,"0,1",,0,,620-02-0,Solide,,,,Non soumis,,,,
195464,"2,5-dihydroxy-1,4-benzoquinone",Aldrich,"0,025",,130,,615-94-1,Liquide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
546933,"3,5-dichlorobenzene sulfonyl chloride",Aldrich,"0,005",,100,,705-21-5,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
E51791,eugenol,Aldrich,,1,10,,97-53-0,Liquide,H317 H319,,"Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,"0,1 mmHg à 25 °C",
T84409,triphenylphosphine,Sigma Aldrich,"1,025",,1300,,603-35-0,Solide,H302 H317 H318 H372,,"Acute Tox. 4 (Oral), Eye Dam. 1, Skin Sens. 1, STOT RE 1",Non soumis,,,10 Pa à 25 °C,
417548,4-chlorophenylboronic acid,Aldrich,"0,011",,10,,1679-18-1,Solide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
129860,2-methylglutaric acide,Aldrich,"0,005",,111,,18069-17-5,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
185701,benzylamine,Aldrich,,"0,1",110,,100-46-9,Liquide,H302 H312 H314,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",Non soumis,,,60 Pa à 20 °C,E
518522,1-pyperidinecarbonyl chloride,Aldrich,"0,005",,100,,13939-69-0,Liquide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,E
142956,2.4-dinitrobenzenesulfonyl chloride,Aldrich,"0,005",,1400,,1656-44-6,Solide,H314 H340 H350 H373,,"Skin Corr. 1B, Muta. 1B, Carc. 1A, STOT RE 2",Non soumis,,,,E
T58300,triethanolamine,Aldrich,,"0,01",0,,102-71-6,Liquide,,,,,"10,5",,,
N11507,2-nitobenzensulfonyl chloride,Aldrich,"0,025",,100,,1694-92-4,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
108006,benzyl alcohol,Aldrich,,"0,1",21,,100-51-6,Liquide,H302 H319 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Eye Irrit. 2A",,,,,
C102202,cyclohexanone oxine,Aldrich,"0,1",,10,,100-64-1,Solide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
M72803,2-methylpiperidine,Aldrich,,"0,1",210,,109-05-7,Liquide,H225 H302 H311 H314 H318 H331,,"Flam. Liq. 2, Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1",,,,,
158917,triethanolamine hydrochloride,Aldrich,"0,05",,0,,637-39-8,Solide,,,,Non soumis,4,,,
L06626,(+-)-trans-1.2-diaminocyclohexane,Alfa Aesar,"0,05",,100,,1121-22-8,Liquide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,79 °C,"0,4 mmHg à 20 °C",
T22500,"N,N,N',N'-tetramethyl-ethylenediamine",Sigma Aldrich,,"0,2",120,,110-18-9,Liquide,H225 H302 H314 H332,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Corr. 1B",,,,,D/E
C22407,3-chloroaniline,Aldrich,"0,2",,400,,108-42-9,Liquide,H301 H311 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,2",,,,D/E
471496,2-(butylamino)ethanol,Aldrich,,"0,1",110,,111-75-1,Liquide,H302 H314 H318,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1",Non soumis,"11,9",,14 Pa à 20 °C,E
141186,chloromethyl pivalate,Aldrich,"0,1",,130,,18997-19-8,Liquide,H226 H302 H312 H315 H319 H332 H335 H336,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,,,D/E
P62003,2-pyrridinecarboxaldehyde,Aldrich,"0,075",,1210,,1121-60-4,Liquide,H302 H315 H317 H318 H330 H335 H336,,"Acute Tox. 2 (Inhal.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1, STOT SE 3, STOT SE 3","4120,2",6,,"0,9 mmHg à 20 °C",D/E
190500,tert-butyldimethylsilyl chloride,Aldrich,"0,025",,100,,18162-48-6,Solide,H228 H314 H318 H411,,"Flam. Sol. 1, Skin Corr. 1A, Eye Dam. 1, Aquatic chronic Chronic 2",1450,,,710 Pa à 25 °C,E
194395,1.3-dibrombenzene,Aldrich,"0,025",,111,,108-36-1,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,5 mmHg à 66 °C,
277789,"1-bromo-3,5-dichlorobenzene",Aldrich,"0,025",,111,,19752-55-7,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
225193,"3-nitrobenzenesulfonic acid, sodium salt",Aldrich,"0,1",,10,,127-68-4,Solide,H317 H319,,"Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,,
C94807,3-pyridinecarbonytrile,Aldrich,"0,1",,110,,100-54-9,Solide,H302 H315 H318,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1",Non soumis,"6,5",,"0,296 mmHg à 25 °C",
B10358,p-benzoquinone,Sigma Aldrich,"0,1",,400,,106-51-4,Solide,H228 H301 H314 H317 H318 H331 H335 H336 H400 H410,,"Flam. Sol. 1, Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Skin Corr. 1B, Eye Dam. 1, Skin Sens. 1, STOT SE 3, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,4,,"3,9 Pa à 25 °C",D/E
B57702,bromobenzene,Aldrich,,3,1,,108-86-1,Liquide,H226 H315 H411,,"Flam. Liq. 3, Skin Irrit. 2, Aquatic chronic Chronic 2",,,,10 mmHg à 40 °C,D/E
808352,triethylamine,Merck,,"0,5",310,,121-44-8,Liquide,H225 H302 H311 H314 H331 H335,,"Flam. Liq. 2, Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Corr. 1A, STOT SE 3",,"12,7",90 °C,72 hPa,D/E
D39029,1.4-dibromobenzene,Aldrich,"0,1",,111,,106-37-6,Solide,H315 H319 H335 H336 H411,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3, Aquatic chronic Chronic 2",4511,,,,
P6001,p-phenylenediamine,Sigma Aldrich,"0,05",,4000,,106-50-3,Liquide,H301 H311 H317 H319 H331 H370 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Eye Irrit. 2A, Skin Sens. 1, STOT SE 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4150,9,,"1,08 mmHg à 100 °C",E
C95005,4-pyridinecarbonitrile,Sigma Aldrich,"0,1",,30,,100-48-1,Solide,H302 H312 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.)",Non soumis,,,,
218758,1-chloro-3-nitrobenzene,Sigma Aldrich,"0,25",,110,,121-73-3,Liquide,H302 H311 H412,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Aquatic chronic Chronic 3",Non soumis,,,,D/E
16350,Bromobenzene ,Sigma Aldrich,,"1,1",1,,108-86-1,Liquide,H226 H315 H411,,"Flam. Liq. 3, Skin Irrit. 2, Aquatic chronic Chronic 2",,,,10 mmHg à 40 °C,D/E
A71328,4-aminophenol,Aldrich,"0,1",,230,,123-30-8,Liquide,H302 H317 H332 H341 H373 H400 H410,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Sens. 1, Muta. 2, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,E
185515,pyrene,Aldrich,"0,025",,0,,129-00-0,Solide,H400 H410,,"Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
360473,2-butanone,Sigma Aldrich,,3,111,,78-93-3,Liquide,EUH066 H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2A, STOT SE 3",,,,71 mmHg à 20 °C,D/E
676926,2-butanone,Aldrich,,"0,025",111,,78-93-3,Liquide,EUH066 H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2A, STOT SE 3",,,,71 mmHg à 20 °C,D/E
C2889-8,2-chlorbutane,Aldrich,,"0,25",0,,78-86-4,Liquide,H225,,Flam. Liq. 2,,,,,D/E
B89205,tert-butylamine,Aldrich,,"0,1",210,,75-64-9,Liquide,H225 H302 H314 H331 H412,,"Flam. Liq. 2, Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Corr. 1A, Aquatic chronic Chronic 3",,"12,1",,"294,7 mmHg à 20 °C",D/E
B8620-6,cis-2-buten-1.4-diol,Aldrich,"0,5",,10,,6117-80-2,Liquide,H302,,Acute Tox. 4 (Oral),,,,,
106840250,1-bromo-4-chlorobutane,Acros Organics,"0,025",,0,,6940-78-9,Liquide,H226,,Flam. Liq. 3,,,,,
